location,customer engagement,rating score,Actual review date,Review Month,Review Quarter,Review Year,review highlight,complete review notes,Ombudsman's response,ombudsman response date,ombudsman's respose notes,Response Duration (in days)
United Kingdom,9,5,30-Nov-21,11,4,2021,Great service,"Great service, so easy and nice to deal with after 2 years fighting with British Gas, One phone call and within 24 hours I had a settlement from British Gas and all sorted out, I can not express how happy I am with the outcome,",Yes,03-Dec-21,"Hi Filipe, It sounds like you had a long standing dispute with British Gas! We are glad we have been able to settle this for you and that you are happy with the outcome! Thank you",3
United Kingdom,6,5,30-Nov-21,11,4,2021,Excellent service,"I received excellent service from the Ombudsman. The response I received from them about my complaint was very detailed and I appreciated my feelings were considered.It was worthwhile referring my complaint to the Ombudsman as the energy company in question provided multiple instances of extremely poor practice and would not listen. As the ruling was in my favour and monetary compensation was given, I hope the right people in the energy company will take note and make improvements so other customers do not experience the same failings as I had.Without the Ombudsmans assistance the company in question would have closed my file and not understood where they were going wrong, thank you Ofgem!",Yes,03-Dec-21,Hi Andy! That's great to hear! We are always here if you need us!,3
United Kingdom,11,5,30-Nov-21,11,4,2021,"Swift, courteous and fair","After many weeks where Lebara could not locate payment that had been via PayPal, spending hours corresponding with Lebara's representatives on webchat, Lebara ignoring my emails and all the time left not able to make calls, etc from my mobile phone, I was left with no option but to contact the Ombudsman Services.  Within a few weeks the issue was resolved, entirely upholding my complaint about Lebara with the Ombudsman setting out clear remedies for Lebara to carry out.  Overall, the service from the Ombudsman I found to be swift, courteous and fair.",Yes,03-Dec-21,"Hi Guy, We are glad we were able to help you get a positive resolution to your dispute with Lebara! Thank you for leaving us your review!",3
United Kingdom,3,5,19-Nov-21,11,4,2021,Thank you for dealing with our complaint,"Thank you for dealing with our complaint, we couldn’t get anywhere with our energy company, in 18 months of complaints that our electricity smart meter didn’t work, our bills were over estimated, and they did not respond to any of our emails, calls, or letter, frankly one email was rude telling us to be patient after over a year of complaints, I would recommend anyone to resist having a smart meter for as long as possible, as they are rubbish, the only way we got anywhere near a solution is via the ombudsman, but the problems are not fully resolved, it takes time for them to sort the problem out if they think you have a case, but it is worth it, Thanks.",Yes,22-Nov-21,"Hi Graham, We are sorry to hear about the problems you have been having with your supplier. The process can take a little bit of time but we really appreciate your patience and we are glad we were able to help you reach a resolution! Thank you for taking the time to leave us your review.",3
United Kingdom,2,5,19-Nov-21,11,4,2021,Excellent service when dealing with BES complaint,I am commercial consumer of BES electricity and BES is the rogue company try to bound you into contracts and apply quite costly price units as compare to industry standards. We had residential flat and BES was charging commercial rates and it took 6 months to resolve the complaint completely. Thanks to Ombudsman who review the case thoroughly and came to the resolution which was impartial. The investigation officer explained the situation in depth and touched all parts of the complain.I wouldn't recommend anyone to use BES for anything.,Yes,22-Nov-21,"Hello, We are glad to hear that we were able to help you reach a resolution with BES and we appreciate you taking the time to leave us a review on our services. Thank you",3
United Kingdom,3,5,01-Oct-21,10,4,2021,utility company won’t listen to me,"I had ongoing issues with Scottish power over a faulty smart gas meter which had been going on for seven months , despite many weeks of correspondence with Scottish power no action was being undertaken to resolve this issue , Following the welcome intervention of Ombudsman Services I now have a future date for a meter repair /replacement",Yes,04-Oct-21,"Hi Kenny, That's great to hear! We are glad we were able to get you a resolution with Scottish power. Thank you for taking the time to leave us your review!",3
United Kingdom,29,5,28-Sep-21,9,3,2021,A fair and thorough Service,Ombudsman investigated a complaint I raised with Scottish Power.The adviser spoke to me in detail and conducted through investigation.They resolved all the main points in my complaint as well as gaining compensation from Scottish Power.The online complaint account enabled me to refer to them quickly and to download my evidence.Highly recommend this service.,Yes,01-Oct-21,"Hi, its great to hear that you had a positive experience when using our service, we are glad we were able to help you resolve your complaint with Scottish Power. Thank you for your review",3
United Kingdom,3,5,24-Sep-21,9,3,2021,Very positive experience!,"After trying multiple times to resolve a longstanding complaint with Bulb, I decided to escalate the matter and reach out to the Ombudsman. My case manager, Stephen Pinder, couldn’t have been more helpful and I finally felt like I was being heard and understood. Stephen was polite, professional, knowledgable, and fair. He explained somewhat confusing industry processes so that I could better understand both sides of the issue, and also offered suggestions of how Bulb could’ve done things differently and better. I also appreciated the phone calls and that the complaint process stuck to the advised timeframe for each part. All in all a positive experience and I was happy with the positive outcome and compensation I received from Bulb.",Yes,27-Sep-21,"Hi Laura, Stephen will be thrilled to hear your feedback. Thank you for sharing your experience, we are glad it was a positive one and that we were able to support you with your complaint!",3
United Kingdom,2,5,24-Sep-21,9,3,2021,Excellent service,Excellent service. Without the Ombudsman's service l am convinced the issues with my energy company would not have been resolved for many more months. I would have suffered much more stress and been financially disadvantaged for a much longer time. In addition l was awarded substantial compensation which  just added to my appreciation of the way the service dealt with my case,Yes,27-Sep-21,"Hi Robin, we are glad our team were able to take some of the stress away for you and we are glad that your complaint has been resolved. Thank you for taking the time to leave us your review, we really appreciate it! Thank you",3
United Kingdom,1,5,24-Sep-21,9,3,2021,They resolved a Deadlock with E.on....heros,"I came across major issues with E.on and the prepayment electric service so much so that I moved supplier. Several months later out of the blue I was landed a huge electric bill. After many calls to E.on it transpired that they bundled  in the previous occupiers unpaid balance onto my account. Long story short E.on wanted me to pay regardless. I got the Ombudsman involved and they analysed my evidence and concluded the bill was incorrect. As a result E.on cancelled the bill, offered a good will gesture payment and an apology so well done E.on on acting on the Ombudsman's judgement. I highly recommend getting in touch with the Energy Ombudsman if you have any energy supplier issues, they are efficient and unbiased. Thank you",Yes,27-Sep-21,That sounds like a very frustrating situation! We are glad we were able to help you get it resolved with a positive outcome! Thank you for leaving us your review!,3
United Kingdom,5,5,24-Sep-21,9,3,2021,Long running complaint with SSE finally…,"Long running complaint with SSE finally resolved. After nine months of missed appointments and having my complaint ignored by SSE, the Ombudsman Service managed to make the company sit up and take notice. Well done!",Yes,27-Sep-21,"Hi James, We are glad to hear that your complaint has finally reached a resolution, we are glad we were able to help you! Thank you for leaving us your review.",3
United Kingdom,14,5,03-Sep-21,9,3,2021,Helpful and pleasant.,They were very helpful and pleasant. The decision went against me unfortunately even though I had proof in my bank statements that we hadn't received the refund. I only accepted the ex gratia payment so at least I got something back.,Yes,06-Sep-21,"Hello, We are sorry we weren't able to achieve the outcome you had hoped for but we are glad to hear our team were able to support you. We are grateful to you for leaving us your feedback. Thank you",3
United Kingdom,2,5,03-Sep-21,9,3,2021,Utility Dispute,Used this excellent service with a utility company and was incredibly happy with the result which was quick. Empowering the consumer.,Yes,06-Sep-21,"Fantastic to hear, Steve! Thank you so much for your review!",3
United Kingdom,19,5,03-Sep-21,9,3,2021,Satisfactory resolution re People's Energy lack of response,Complaint re People's Energy assigning the wrong electricity meter (and not reverting it) and continuing to charge via direct debit though we had switched away from them. Company had not responded to my requests for refund but Ombudsman got it resolved!,Yes,06-Sep-21,Hi! Great to hear we were able to help you get a response from the company! We hope that your complaint has been resolved with a satisfactory outcome! Thanks for your review!,3
United Kingdom,8,5,20-Aug-21,8,3,2021,Got horrific service off So Energy,"Got horrific service off So EnergyThe Ombudsman service, got my  energy monitor sorted out , an apology off So Energy for being ignored and dreadful service and £50 goodwill gestureSimple answer is if your being treated badly by your energy supplier go through the ombudsman service and get the matter sorted out Well Done Ombudsman",Yes,23-Aug-21,"Hi David, It sounds like you went through a bit of a tough time with your energy provider. We are glad we were able to help you get a positive outcome. Thank you for taking the time to leave us your review!",3
United Kingdom,7,5,20-Aug-21,8,3,2021,Could not fault the people at ombudsman…,Could not fault the people at ombudsman so polite and very helpful,Yes,23-Aug-21,Thank you so much! I will ensure that your feedback is passed on to our team members! Thank you for your review.,3
United Kingdom,2,5,14-Aug-21,8,3,2021,Satisfactory conclusion,"After six months of getting nowhere with E.On Next we escalated our complaint to the Ombudsman and within 6-8 weeks the complaint was resolved to our satisfaction. Our complaint wasn't about huge compensation but more to do with the principle of being treated so poorly by E.On and them believing they can treat customers so disgracefully. Ombudsman staff we spoke to initially were very friendly and helpful and their website to manage the case through, was easy to use. Overall we are happy with our experience and grateful they were able to conclude the matter for us.",Yes,17-Aug-21,"Hi Penny, fantastic news. We are glad that this is now resolved for you. I will make sure your lovely feedback reaches our investigations team. Thank you",3
United Kingdom,2,5,14-Aug-21,8,3,2021,Thorough and fair service,The ombudsman dealt with an issue and complaint I had with Bulb (electricity supply) which had been ongoing for 7 months prior to their involvement.The input of the ombudsman brought resolution in a thorough and fair manner.I was pleased and relieved that the issue was resolved thanks to their input.,Yes,17-Aug-21,"Hi Louise, Thank you for your review! We are happy we were able to help you resolve your long standing issue with Bulb. We are always here if you need us!",3
United Kingdom,12,5,06-Aug-21,8,3,2021,Who can help?,"At the hands of what I considered unethical conduct by a utility provider a deadlock situation had been reached at this point I employed the services of the ombudsman who reached a fair resolution between the company and me. A wonderful and often only avenue for resolving disputes, highly recommended service.",Yes,09-Aug-21,"Hi Colin, We are glad we were able to help you reach a resolution with your provider. Thank you for your feedback and recommendation!",3
United Kingdom,5,5,06-Aug-21,8,3,2021,Happy with the service,I was very happy with the Ombudsman service.  I had an ongoing issue with a mobile phone provider who were billing me for a second SIM I had not wanted and tried to cancel on numerous occasions.  I got nowhere at all with the phone provider but it was settled quickly when the Ombudsman got involved and agreed there was a case to answer.,Yes,09-Aug-21,"Hi! We are really glad to hear that you got the outcome you were hoping for, we are happy that we were able to help! Thank you for leaving us your review.",3
United Kingdom,7,5,06-Aug-21,8,3,2021,Sorted my problem,Sorted my problem quickly and efficiently.,Yes,09-Aug-21,"Great to hear, Mark! Thank you for your review.",3
United Kingdom,36,5,31-Jul-21,7,3,2021,Unsatisfactory service received from…,Unsatisfactory service received from ScottishPower for over15.months ongoing issues with faulty meter .phone calls emails to no avail. When I contacted Ombudsman regarding this issue ScottishPower had done nothing to resolve this issue because of the Ombudsman service and assistance I wouldn’t be any further on with this complaint.I now have an appointment to replace faulty Meter in 3.weeks time if ScottishPower adhere to resolutions implemented by the Ombudsman to be completed in this time frame .,Yes,03-Aug-21,"Hi Joseph, that sounds like an awfully long time to be dealing with a complaint, We are glad to hear that you now have a resolution in progress. Thank you for taking the time to leave us your review.",3
United Kingdom,4,5,16-Jul-21,7,3,2021,Thank goodness for the Ombudsnan,For the second time in a period of 18 months I had to resort to the Energy Ombudsman to assist  me recover overcharges by a large energy supplier with a chaotic administration. I was getting nowhere constantly emailing them with no reply and was becoming frustrated and angry. However I knew that the Ombudsman would be fair and efficient. To all those who feel alone and exploited by large energy corporates don't despair the Ombudsman is always there for you.,Yes,19-Jul-21,"Hi Jeff, We can only imagine how frustrating your situation must have been! We are glad we were able to support you in getting your complaint resolved! We are always here if you need us. Thank you for leaving us your review.",3
United Kingdom,1,5,02-Jul-21,7,3,2021,extremely pleased with the help and advice we recieved.…,We were very happy with all the help and advice we received every step of the way with our complaint. We always felt reassured that things were getting dealt with and everything was explained very clearly for us so we were in no doubt as to what was happening along the way.,Yes,05-Jul-21,"Hello J.lorraine, thanks for leaving us such a great review! It's fantastic to hear our colleagues were able to provide reassurance and support throughout your complaint. Thanks again for taking the time to write about your experience with our services.",3
United Kingdom,25,5,02-Jul-21,7,3,2021,Ombudsman Services were excellent,Ombudsman Services were impartial yet sympathetic to our complaint. Helped us to reach a satisfactory resolution.,Yes,05-Jul-21,"Hello, thank you for taking the time to share your feedback with us! It's great to hear our colleagues were able to support you in getting a resolution to your complaint.",3
United Kingdom,6,5,19-Jun-21,6,2,2021,Very Fair,"I am very happy I contacted The Ombudsman Services. They acted fairly reaching their decision for me, and the party concerned. They listen to both sides carefully before coming to the final decision, I am happy with the out come, and would recommend them to anyone.",Yes,22-Jun-21,"Hi Lynda, We are glad we were able to help and that you were happy with our service! Thank you for your review and recommendation!",3
United Kingdom,15,5,04-Jun-21,6,2,2021,Brilliant outcome,Brilliant service all friendly staff and a great outcome from our case. One very happy customer ?? would recommend to anyone having problems especially  with their utility bills.,Yes,07-Jun-21,"Hi Mark, thanks for leaving us a review. I'm glad we were able to help you gain a resolution to your case and that you're happy with the service received from our colleagues! It's great to hear you would recommend our services. Thanks!",3
United Kingdom,59,5,21-May-21,5,2,2021,You have a Problem with a Supplier of…Dual Fuel energy provider,You have a Problem with a Supplier of Energy ?I would certainly recommend using the Ombudsman It Does take its time to progress though the Process but in the end it is worth it as it is all documented and the Provider has to resolve the Problem,Yes,24-May-21,"Hi Robert, Thank you for your patience whilst we investigated your case, we are happy that your complaint was resolved! Thank you for leaving us your review.",3
United Kingdom,4,5,21-May-21,5,2,2021,Excellent Company Very Efficient and…,Excellent Company Very Efficient and Quick Responses in dealing with our problem,Yes,24-May-21,Thank you for your review! We are glad you had a good experience when using our services.,3
United Kingdom,18,5,01-May-21,5,2,2021,The ombudsman did a very good job,The ombudsman did a very good job of sorting a problem out for my parents with Avro energy who caused a lot of trouble fitting a smart meter in. The ombudsman were very professional and understanding. Thank you for your time and consideration.,Yes,04-May-21,Thank you so much for your review! We are glad to hear that your parents complaint with Avro has been resolved and that you were happy with our service. Thank you,3
United Kingdom,11,5,24-Apr-21,4,2,2021,Swift and satisfactory service,"Despite warnings that the process was likely to take longer than usual, I had a swift and satisfactory resolution of my problem. If you're having issues with an organisation, you can be confident that the Ombudsman service will be on your side and fight for you.",Yes,27-Apr-21,"Hi Trina, We are really happy to hear you had a good experience when using our services, we are always here to help! Thank you for your review!",3
United Kingdom,1,5,10-Apr-21,4,2,2021,Refund of BT charges,BT were charging me monthly for an email account I hadn't used for 6years. The ombudsman found that this was breaking BT's own terms and conditions and ruled they had to refund me the full amount. They phoned and wrote to BT on my behalf. BT have now written an apology and promise to refund me.,Yes,13-Apr-21,"Hi Mary! We are glad that we were able to support you with your complaint against BT, and happy to hear that you got a positive resolution! Thank you for your review.",3
United Kingdom,8,5,26-Feb-21,2,1,2021,After 5 months of unresolved billing…,"After 5 months of unresolved billing problems with my electricity supplier, I contacted the Ombudsman Services to initiate a complaint. The complaint procedure on their website was very easy to follow and the communication during the process was excellent. The final decision was timely and the report very detailed. My complaint was upheld and I received an apology from the supplier with corrective actions. I am delighted with this service and can fully recommend them.",Yes,01-Mar-21,"Hello Mr Brodin, We are happy we were able to help you get a resolution for your billing problems. Thank you for providing us with your feedback and for taking the time to leave us your review, we really appreciate it! Thanks",3
United Kingdom,10,5,20-Feb-21,2,1,2021,Excellent service from case handler.,My case handler set out and completed everything within 8 weeks.  Everything upheld and resolved.  I may have to contact again in order to leave Scottish Power and won't hesitate in asking for same handler.  Thank you M.Annmarie Walker,Yes,23-Feb-21,"Hi Annmarie, That's great news! I will make sure that your feedback reaches the Investigations Officer that handled your complaint! We are glad we were able to help you, and thank you for leaving us your review!",3
United Kingdom,52,5,13-Feb-21,2,1,2021,"THANK YOU! Without your help & support, I could never win my ""battle"" against a really bad provider!","This was the 1st time that I used the Ombudsman Services for a complaint regarding ""Energy"", while on another 2 occasions it was more related to ""Communications"". What can I say? As in my past experiences, and even more on this occasion, I received all the support & help I could hope for. The Reps from the Ombudsman Services (everyone of them!) were understanding, patient, professional and, once that they accepted my case as genuine & motivated, they did fight my battle. Thank you so much to you all, because not only we won this case, but we have also shown that no Company can disrespect, fool, deceive, mistreat... its Customers. If anyone who is reading this is facing any problematic & unpleasant issues with a provider that is reluctant to find a fair solution, please do not hesitate to contact the Ombudsman Services: they are at the Customers' side, they will help you.",Yes,16-Feb-21,"Hello Ale,  Thank you so much for this review.  We are really happy that we could help you and reach a resolution for your complaint. Our teams are thrilled to hear this feedback. Thank you!",3
United Kingdom,2,5,08-Feb-21,2,1,2021,Bulb Smart Gas meter,I had a smart gas meter fitted that was never commissioned after six months of trying to get bulb to replace it contacted Ombudsman and the meter was replaced and i was given compensation from bulb. If you have all the correspondence and evidince it is a very easy process,Yes,11-Feb-21,"Hi Duncan, We are glad to hear that we were able to help you get your issue with Bulb resolved! Thank you for leaving us your review, we really appreciate it!",3
United Kingdom,5,5,31-Jan-21,1,1,2021,After a year trying to speak to someone…,"After a year trying to speak to someone at British Gas about a bill issue, The ombudsman service stepped in and in a matter of days the issue was sorted out with a very satisfactory outcome.",Yes,03-Feb-21,"Hello Kenneth, That's great news! Thank you for leaving us your review, we are glad we were able to help. Thank you",3
United Kingdom,12,5,22-Jan-21,1,1,2021,Complaint dealt with quickly and…,Complaint dealt with quickly and communication was really good,Yes,25-Jan-21,"Thank you for your review, Denise. We really appreciate your feedback!",3
United Kingdom,13,5,17-Jan-21,1,1,2021,Easy process and handled professionally,I used their services to investigate an issue that I had with a utility company. The process was very easy and was handled professionally with a successful outcome.,Yes,20-Jan-21,"Hello Rhisiart! That's great, We are happy we could help. Thank you",3
United Kingdom,2,5,08-Jan-21,1,1,2021,Dont use EON,"I had a dispute with EON when I was Changing to another company, They sent me a bill which I knew was wrong ,and then threatened me with their debt collectors, The ombudsman sorted it out for me and proved that I was right, After getting the correct bill I also received an apology with a gift from EON. 10 out of 10 for the ombudsman.",Yes,11-Jan-21,"Hello, thank you for your review on our service, we're happy we could help you resolve your complaint. Thanks.",3
United Kingdom,17,5,08-Jan-21,1,1,2021,Great service,"Their service was thorough and I was very pleased with the level of investigation and the explanations I was given by them. The final decision was in my favour.  Basically, British Gas did not act promptly when I tried to switch suppliers, I was going round & round in circles explaining myself over and ovet again & getting nowhere! But thankfully due to the involvement of the Ombudsman the situation has been resolved.",Yes,11-Jan-21,"Hello, thank you for your review. We appreciate your feedback on our service and are happy we could help. Thanks.",3
United Kingdom,11,5,08-Jan-21,1,1,2021,Mobile complaint,"I was delighted with the service I received from the ombudsman, I had an issue with a mobile phone provider who didn’t respond to any of my correspondence, this went on for 6 months. Eventually I forwarded all the documentation to the ombudsman and the issue was settled favourably within a few days.",Yes,11-Jan-21,"Hello, thank you for your review. We appreciate your feedback on our service and are happy we could help. Thanks.",3
United Kingdom,2,5,08-Jan-21,1,1,2021,This people really help me with big…,This people really help me with big bill from SSE. Thank you very much. Giuseppe Ricci,Yes,11-Jan-21,"Hello, thank you for your review, we're happy we could help. Thanks.",3
United Kingdom,82,5,08-Jan-21,1,1,2021,Brilliant service!,,Yes,11-Jan-21,"Hello, thanks for your review, we appreciate your feedback. Thanks.",3
United Kingdom,8,5,21-Nov-20,11,4,2020,Complaint against Energy supplier,"I have had an ongoing battle with my Energy supplier resolved in my favour by the Ombudsman services. They not only enforced an over-charge refund but also a compensation payment and letter of apology.I cannot praise the Ombudsman services enough. The help and service that they provided was excellent. once I had provided them with the correspondence and evidence required they took over my case to the end. The staff were not only extremely friendly and helpful, they were prepared to take time to ensure that I was kept well informed of the progess of events. Many thanks to All.",Yes,24-Nov-20,"Hello, thank your for your review on our service.  We're happy we could help you resolve your complaint. Thanks.",3
United Kingdom,5,5,21-Nov-20,11,4,2020,Very efficient and straightforward…,Very efficient and straightforward service.My complaint was against Tonik energy who failed to supply me with a final bill and refund my credit after swapping to another energy provider.After weeks of Tonik energy ignoring emails and phone calls I decided to use the ombudsman service. The case was resolved within a couple of months.,Yes,24-Nov-20,"Hello, thank you for your review on our service. We're happy we could help you resolve your complaint. Thanks.",3
United Kingdom,1,5,07-Nov-20,11,4,2020,Electricity supplier overcharging,"An electricity supplier had my economy 7 meter readings the wrong way round on his computer. My bills became astronomical as a result. Their complaints department couldn't or wouldn't listen or help. Thank god for the Ombudsman Services. I gave them all the evidence and after a lot of work on their part, they got the electricity supplier to listen and a huge refund of overpayments. A fantastic service - one that actually works as intended - to help the little guy - I give them absolutely top marks.",Yes,10-Nov-20,"Hello, thanks for your review. We're happy we could help you resolve your complaint. Thanks.",3
United Kingdom,7,5,30-Oct-20,10,4,2020,It’s amazing what they did for me,It’s amazing what they did for me. I’m so please !! Many thanks,Yes,02-Nov-20,"Hello, thanks for your review on our service. We're happy we could help with your complaint. Thanks.",3
United Kingdom,3,5,11-Sep-20,9,3,2020,My experience with this service has been good.,"My experience with this service has been good, even over the phone. My complaint was looked at in a fair, thorough and professional way, the outcome was balanced and fair too. I have no complaints with this service at all.",Yes,14-Sep-20,"Hello, thank you for your review  on our service. We're happy we could help you with your complaint. Thanks.",3
United Kingdom,19,5,04-Sep-20,9,3,2020,Efficient Service,"Efficient service, good communication. The summary of my issue, written during my initial contact, was excellent. The matter was resolved to my satisfaction.",Yes,07-Sep-20,"Hello, thank you for your review on our service , we're happy we could help you resolve your complaint. Thanks.",3
United Kingdom,1,5,04-Sep-20,9,3,2020,I'm glad I chose to use the ombudsman service,"Overall, I'm very happy with the outcome and very happy to finally put this issue behind me. The ombudsman service has held the organisation involved accountable to regulations. I'm grateful for the help",Yes,07-Sep-20,"Hello, thank you for your review on our service. We're happy we could help you resolve you complaint. Thanks.",3
United Kingdom,1,5,07-Aug-20,8,3,2020,Excellent service,"I escalated my complaint against British Gas after the six week period and receiving a letter from BG saying they were not going to review my complaint.  Once passed the opening page in which the complaint was to be detailed, you find all the necessary tools to submit your claim including uploading evidence in the lots of formats including letters, photos and excel files.  It was simple to do.Within 48 hours my complaint was mostly dealt with and then the Ombudsman finalised the details and arranged for compensation to be paid.  Everything was dealt with by the Ombudsman in a very professional and timely way.This service has been very good for me.",Yes,10-Aug-20,"Hello, thank you for your review on our service.  We're happy we could help you resolve your complaint. Thanks.",3
United Kingdom,6,5,20-Jul-20,7,3,2020,I was having problems with British Gas,I was having problems with British Gas. All the bills they sent me were wrong and they refused to repay the credit I had with a previous suppler. This went on for at least 5 months. Once I got the Ombudsman involved it was solved in a couple of weeks. Sometimes these big companies need a kick before they take notice of their customers.,Yes,23-Jul-20,"Hello, thank you for your review. We're happy we could help you resolve you complaint. Thanks.",3
United Kingdom,11,5,18-Jul-20,7,3,2020,When British Gas sent us a back bill…,When British Gas sent us a back bill for thousands of pounds and wouldn’t give us any explanation of it. The Onbudsman was the only one who could sort it out and get part of the debt cancelled and they had to give us a goodwill payment and a letter of apology. Well done,Yes,21-Jul-20,"Hello, thank you for your review. We're happy we could help you resolve your complaint. Thanks.",3
United Kingdom,14,5,10-Jul-20,7,3,2020,A Public Agency that Really does do what is says on the Tin,I have had to use this service to resolve issues with two different suppliers and found on both occasions the service was excellent in its approach in resolving the matter.  It replied quickly to my complaints and kept me informed of progress throughout the investigation and resulting decision.  A public agency that in my case was truly 5 Star and I thank all of the staff involved and will always recommend the service to any one having problems with energy suppliers.,Yes,13-Jul-20,"Hello Philip, thank you for your review on our service. We're happy we could help you with your complaints. Thanks.",3
United Kingdom,47,5,29-Jun-20,6,2,2020,Bye bye Solarplicity!,Nearly 18 months of grief from Solarplicity and incorrect final billing supplied to their takeover company EDF put me considerably out of pocket.I was going around in circles with no-one prepared to take responsibility for my situation.Once Ombudsman services became involved with my issue it made a big difference to the responses I received.The issue was resolved relatively easily and to my complete satisfaction. Thank You.,Yes,02-Jul-20,"Hello,  thank you very much for your review on our service. We're happy we could help you resolve your complaint. Thanks.",3
United Kingdom,7,5,03-Apr-20,4,2,2020,very helpful,"Very helpful, they helped me two times, and I recovered my money back. Thank you for your efforts. Customer service very helpful",Yes,06-Apr-20,"Hello, thank you for your review, we're glad we could help you resolve your complaint.- Ombudsman Services",3
United Kingdom,8,5,31-Jan-20,1,1,2020,just had a pleasant conversation with ombudsman…,"just had a pleasant conversation with ombudsman services and they were very polite and gave me the information of the stage that my complaint is at and when i should expect to be assigned a case worker, they were very pleasant to talk with and reassured me that it was being looked at.   Thank you",Yes,03-Feb-20,"Hello, thank you very much for your feedback. We're glad we could help you with your complaint.- Ombudsman Services",3
United Kingdom,17,5,30-Apr-19,4,2,2019,Great service.,After reading a lot of negative reviews about the energy ombudsman and having a big problem with an energy supplier i had to refer my case to them.I found the service i received from the ombudsman from the start of the problem to the to the end of the case was excellent and i would highly recommend them to anyone.,Yes,03-May-19,"Hi John, Thank you so much for the positive feedback. It's great to hear that we were able to help and that you were pleased with the service you received. We really appreciate you taking the time to post this review. Best wishes from everyone at Ombudsman Services.",3
United Kingdom,18,5,21-Sep-18,9,3,2018,Incredible service from start to…,"Incredible service from start to finish..,,, excellent communication, professional, quick and totally efficient. Resolution confirmed and carried out. All requested documentation sent to them with detailed information of my disputes with Economy Energy. They kept me informed and up to date with their dealings and yesterday I received an apology from EE and I unbelievably got a £60 compensation payment too!  Fantastic job by the Ombudsman. I could not have achieved this independently. Thank you so much for your help x",Yes,24-Sep-18,"Hi Caroline. Many thanks for your comments, we're really pleased you're happy with our service! If you would like us to pass your comments on to those who dealt with your case, you can email social@ombudsman-services.org with your name and case reference.Many thanks",3
United Kingdom,6,1,19-Jul-24,7,3,2024,Energy Ombudsman = Utterly Pointless,"After a traumatic 18 months trying to get an energy company to stop billing us for someone else's electricity we went to the Ombudsman.  A complete waste of time and effort.  They added no value whatsoever to the process.  Don't bother, they are useless at best and on the side of the energy suppliers at worst.The Ombudsman's reply says it all - they actually think they are doing a great job.",Yes,22-Jul-24,"Hi Philip, we're sorry that you haven't had a positive experience when using our services. Our dispute resolutions team will have provided you with a detailed explanation as to how the outcome was reached but if you have any questions or concerns the please don't hesitate to contact us and we will be happy to help. Thank you",3
United Kingdom,2,1,14-Jul-24,7,3,2024,This was significantly worse than my…,This was significantly worse than my original experience with the energy provider. Failed to listen to or fully investigate the complaint. Simply an excuse portal for the energy companies.Despite many promises of call backs from managers( that they call coaches) no call backs. Completely fail to follow any of their own complaints processes!!!,Yes,17-Jul-24,"Hello Simon, we're sorry to hear that you have not had a positive experience when using our services. Our team take great care in ensuring that consumers feel supported throughout their journey with us and we are saddened to hear that you feel this wasn't the case. We are continuously looking for ways to improve our services and the feedback we receive is vital in helping us do that, so we appreciate you taking the time to leave us your review. Thank you",3
United Kingdom,13,1,05-Aug-24,8,3,2024,Very biased towards the supplier. Just terrible,"Ombudsman has pretty much and indirectly sided with OVO over the billing on my account. He made a decision after stating that OVO has gaps in the information they provided. How are you making a decision if the other party has gaps in evidence being used? He further on went to make statements like 'you benefited from it','you can seek financial support from charities' and ' I will advice if the new bill is fair'. He isn't even trying to hold OVO responsible for misinformation, mismanagement of my account and lack of communication of the technical error or state of my account. We are talking about an error that lasted over 18 months on my account and they don't want to take any responsibility for it but rather want me to pay the price for it.",Yes,08-Aug-24,"Hello, we're sorry that you haven't had a positive experience when using our services and we understand that it may be frustrating when you don't get the outcome that you we're hoping for. Our team will have provided you with a detailed explanation as to how the decision was reached but if you have any questions or concerns then please don't hesitate to contact us and we will be happy to help. Thank you",3
United Kingdom,7,1,16-Aug-24,8,3,2024,Biased and does not conduct fair and impartial investigations,"Unfortunately turning to The Energy Ombudsman for help and a fair investigation just will not happen. They are bias and have too much interest in protecting the energy companies (they possibly have shares in these companies). My complaint was not investigated fairly and they did not address not even one of the concerns I raised, and they quite blatantly backed the energy company even when the energy company admitted they were at fault and wanted to issue an apology to me. So this blatant one sidedness shown from The Energy Ombudsman was very shocking. The investigator was rude and when asked questions about his decision he just dismissed me, and told me rudely to either press Accept or Decline. The Energy Ombudsman is biased and does not conduct fair and impartial investigations. Extremely disappointed. The investigators decision put me in a really bad position, that I was forced to accept or I would have ended up in a worse position than when I presented my case to The Energy Ombudsman. I regret turning to The Energy Ombudsman and I don’t think they are fit for purpose.",Yes,19-Aug-24,"Hello Mrs Bancroft , we're sorry to hear that you have not had a positive experience when using our services. Our team take great care in ensuring that consumers feel supported throughout their journey with us and we are saddened to hear that you feel this wasn't the case. We are continuously looking for ways to improve our services and the feedback we receive is vital in helping us do that, so we appreciate you taking the time to leave us your review. Thank you",3
United Kingdom,4,1,28-Jun-24,6,2,2024,No further help given from what cab did…,No further help given from what cab did just took 2 months time wastage sending paperwork,Yes,01-Jul-24,"Hi Tim, we're sorry that you haven't had a positive experience when using our services. We appreciate that you may not have had the outcome that you were hoping for however, if you have any questions then please don't hesitate to contact us and we will be more than happy to help. Thank you",3
